Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area,Low / Mid / High
PARK COLONIAL,8 Woodleigh Lane  #01-26 ,1,58,Strata,1090000,-,18793,1746,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357688,Central Region,Toa Payoh,Mid
PARK COLONIAL,6 Woodleigh Lane  #09-18 ,1,53,Strata,1020000,-,19245,1788,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357687,Central Region,Toa Payoh,Mid
EAST MEADOWS,30 Tanah Merah Kechil Road  #03-09 ,1,128,Strata,1458000,-,11391,1058,5-Jul-18,Condominium,99 Yrs From 02/03/1998,2001,Resale,HDB,16,46,465558,East Region,Bedok,Mid
PARK COLONIAL,6 Woodleigh Lane  #10-18 ,1,53,Strata,1024000,-,19321,1795,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357687,Central Region,Toa Payoh,Mid
PARK COLONIAL,6 Woodleigh Lane  #10-20 ,1,63,Strata,1345000,-,21349,1983,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357687,Central Region,Toa Payoh,Mid
PARK COLONIAL,6 Woodleigh Lane  #13-20 ,1,63,Strata,1357000,-,21540,2001,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357687,Central Region,Toa Payoh,Mid
PARK COLONIAL,8 Woodleigh Lane  #13-40 ,1,43,Strata,890000,-,20698,1923,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh,Low
THE SERENADE @ HOLLAND,371 Holland Road  #03-01 ,1,175,Strata,2250000,-,12857,1194,5-Jul-18,Condominium,99 Yrs From 05/06/2001,2004,Resale,Private,10,27,278698,Central Region,Bukit Timah,High
PARK COLONIAL,10 Woodleigh Lane  #08-48 ,1,56,Strata,1162000,-,20750,1928,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh,Mid
PARK COLONIAL,4 Woodleigh Lane  #08-16 ,1,56,Strata,1075000,-,19196,1783,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357686,Central Region,Toa Payoh,Mid
THE SANTORINI,21 Tampines Street 86  #06-07 ,1,49,Strata,630000,-,12857,1194,5-Jul-18,Condominium,99 Yrs From 16/10/2013,2017,Sub Sale,HDB,18,52,528592,East Region,Tampines,Low
PARK COLONIAL,12 Woodleigh Lane  #08-56 ,1,59,Strata,1273000,-,21576,2004,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357658,Central Region,Toa Payoh,Mid
PARK COLONIAL,8 Woodleigh Lane  #14-27 ,1,79,Strata,1190000,-,15063,1399,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh,Mid
PARK COLONIAL,8 Woodleigh Lane  #05-29 ,1,43,Strata,816000,-,18977,1763,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357688,Central Region,Toa Payoh,Low
PARK COLONIAL,8 Woodleigh Lane  #07-30 ,1,43,Strata,822000,-,19116,1776,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh,Low
VACANZA @ EAST,42 Lengkong Tujoh  #10-22 ,1,123,Strata,1680000,-,13659,1269,5-Jul-18,Condominium,Freehold,2014,Resale,Private,14,41,417394,East Region,Bedok,Mid
PARK COLONIAL,10 Woodleigh Lane  #06-43 ,1,99,Strata,1725000,-,17424,1619,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357657,Central Region,Toa Payoh,Mid
PARK COLONIAL,8 Woodleigh Lane  #06-40 ,1,43,Strata,866000,-,20140,1871,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357688,Central Region,Toa Payoh,Low
TURQUOISE,51 Cove Drive  #05-06 ,1,194,Strata,3100000,-,15979,1485,5-Jul-18,Condominium,99 Yrs From 12/03/2007,2010,Resale,Private,4,9,98393,Central Region,Southern Islands,High
SENNETT RESIDENCE,33 Pheng Geck Avenue  #18-09 ,1,245,Strata,3450000,-,14082,1308,5-Jul-18,Condominium,99 Yrs From 28/11/2011,2016,Resale,Private,13,34,348228,Central Region,Toa Payoh,High
PARK COLONIAL,10 Woodleigh Lane  #09-43 ,1,99,Strata,1745000,-,17626,1638,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357657,Central Region,Toa Payoh,Mid
PARK COLONIAL,8 Woodleigh Lane  #09-28 ,1,43,Strata,836000,-,19442,1806,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh,Low
PARK COLONIAL,12 Woodleigh Lane  #11-51 ,1,91,Strata,1642000,-,18044,1676,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357658,Central Region,Toa Payoh,Mid
PARK COLONIAL,12 Woodleigh Lane  #10-53 ,1,59,Strata,1119000,-,18966,1762,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357658,Central Region,Toa Payoh,Mid
PARK COLONIAL,6 Woodleigh Lane  #03-19 ,1,127,Strata,2265000,-,17835,1657,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357687,Central Region,Toa Payoh,High
EUPHONY GARDENS,11 Jalan Mata Ayer  #01-65 ,1,95,Strata,725000,-,7632,709,5-Jul-18,Condominium,99 Yrs From 25/02/1998,2001,Resale,HDB,27,75,759154,North Region,Mandai,Low
PARK COLONIAL,8 Woodleigh Lane  #06-32 ,1,43,Strata,819000,-,19047,1769,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357688,Central Region,Toa Payoh,Low
PARK COLONIAL,8 Woodleigh Lane  #03-31 ,1,43,Strata,793000,-,18442,1713,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh,Low
PARK COLONIAL,2 Woodleigh Lane  #03-05 ,1,63,Strata,1156000,-,18349,1705,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357685,Central Region,Toa Payoh,Mid
PARK COLONIAL,6 Woodleigh Lane  #09-17 ,1,43,Strata,848000,-,19721,1832,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357687,Central Region,Toa Payoh,Low
PARK COLONIAL,10 Woodleigh Lane  #08-42 ,1,91,Strata,1594000,-,17516,1627,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357657,Central Region,Toa Payoh,Mid
PARK COLONIAL,10 Woodleigh Lane  #07-42 ,1,91,Strata,1584000,-,17407,1617,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357657,Central Region,Toa Payoh,Mid
PARK COLONIAL,8 Woodleigh Lane  #07-35 ,1,85,Strata,1472000,-,17318,1609,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh,Mid
PARK COLONIAL,10 Woodleigh Lane  #10-42 ,1,91,Strata,1604000,-,17626,1638,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357657,Central Region,Toa Payoh,Mid
PARK COLONIAL,12 Woodleigh Lane  #10-51 ,1,91,Strata,1637000,-,17989,1671,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357658,Central Region,Toa Payoh,Mid
PARK COLONIAL,12 Woodleigh Lane  #06-51 ,1,91,Strata,1579000,-,17352,1612,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357658,Central Region,Toa Payoh,Mid
PARK COLONIAL,6 Woodleigh Lane  #01-24 ,1,43,Strata,822000,-,19116,1776,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357687,Central Region,Toa Payoh,Low
PARK COLONIAL,8 Woodleigh Lane  #01-29 ,1,43,Strata,793000,-,18442,1713,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357688,Central Region,Toa Payoh,Low
PARK COLONIAL,2 Woodleigh Lane  #08-02 ,1,116,Strata,2181000,-,18802,1747,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357685,Central Region,Toa Payoh,High
PARK COLONIAL,10 Woodleigh Lane  #09-41 ,1,59,Strata,1108000,-,18780,1745,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh,Mid
PARK COLONIAL,4 Woodleigh Lane  #13-13 ,1,63,Strata,1275000,-,20238,1880,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357686,Central Region,Toa Payoh,Mid
PARK COLONIAL,8 Woodleigh Lane  #08-32 ,1,43,Strata,828000,-,19256,1789,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh,Low
PARK COLONIAL,6 Woodleigh Lane  #13-18 ,1,53,Strata,1036000,-,19547,1816,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357687,Central Region,Toa Payoh,Mid
PARK COLONIAL,10 Woodleigh Lane  #10-41 ,1,59,Strata,1112000,-,18847,1751,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357657,Central Region,Toa Payoh,Mid
PARK COLONIAL,6 Woodleigh Lane  #11-18 ,1,53,Strata,1028000,-,19396,1802,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357687,Central Region,Toa Payoh,Mid
CORONATION GROVE,138 Coronation Road  #01-01 ,1,97,Strata,1700000,-,17526,1628,5-Jul-18,Condominium,999 Yrs From 27/12/1875,1985,Resale,HDB,10,26,269525,Central Region,Bukit Timah,Mid
KANDIS RESIDENCE,6 Kandis Link  #06-09 ,1,68,Strata,925000,-,13603,1264,5-Jul-18,Condominium,99 Yrs From 11/07/2016,Uncompleted,New Sale,Private,27,75,756969,North Region,Sembawang,Low
PARK COLONIAL,6 Woodleigh Lane  #02-18 ,1,53,Strata,978000,-,18453,1714,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357687,Central Region,Toa Payoh,Low
QUEENS PEAK,3 Dundee Road  #43-22 ,1,80,Strata,1689000,-,21113,1961,5-Jul-18,Condominium,99 Yrs From 28/09/2015,Uncompleted,New Sale,Private,3,14,149457,Central Region,Queenstown,Mid
PARK COLONIAL,8 Woodleigh Lane  #04-28 ,1,43,Strata,801000,-,18628,1731,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh,Low
PARK COLONIAL,12 Woodleigh Lane  #09-56 ,1,59,Strata,1277000,-,21644,2011,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357658,Central Region,Toa Payoh,Mid
PARK COLONIAL,10 Woodleigh Lane  #01-46 ,1,91,Strata,1564000,-,17187,1597,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh,Mid
PARK COLONIAL,4 Woodleigh Lane  #05-10 ,1,91,Strata,1599000,-,17571,1632,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357686,Central Region,Toa Payoh,Mid
PARK COLONIAL,4 Woodleigh Lane  #08-11 ,1,91,Strata,1827000,-,20077,1865,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357686,Central Region,Toa Payoh,High
PARK COLONIAL,10 Woodleigh Lane  #12-48 ,1,56,Strata,1178000,-,21036,1954,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357657,Central Region,Toa Payoh,Mid
MARTIN MODERN,10 Martin Place  #01-13 ,1,79,Strata,2394000,-,30304,2815,5-Jul-18,Condominium,99 Yrs From 28/09/2016,Uncompleted,New Sale,Private,9,23,237963,Central Region,River Valley,High
MARTIN MODERN,10 Martin Place  #22-12 ,1,132,Strata,3807600,-,28845,2680,5-Jul-18,Condominium,99 Yrs From 28/09/2016,Uncompleted,New Sale,Private,9,23,237963,Central Region,River Valley,High
MARTIN MODERN,10 Martin Place  #25-13 ,1,79,Strata,2466000,-,31215,2900,5-Jul-18,Condominium,99 Yrs From 28/09/2016,Uncompleted,New Sale,Private,9,23,237963,Central Region,River Valley,High
RESIDENCES @ EVELYN,15 Evelyn Road  #13-01 ,1,142,Strata,3100000,-,21831,2028,5-Jul-18,Condominium,Freehold,2007,Resale,Private,11,30,309311,Central Region,Novena,High
PARK COLONIAL,10 Woodleigh Lane  #13-46 ,1,91,Strata,1652000,-,18154,1687,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357657,Central Region,Toa Payoh,Mid
PARK COLONIAL,8 Woodleigh Lane  #06-34 ,1,43,Strata,815000,-,18953,1761,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh,Low
PARK COLONIAL,6 Woodleigh Lane  #03-24 ,1,43,Strata,822000,-,19116,1776,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357687,Central Region,Toa Payoh,Low
PARK COLONIAL,8 Woodleigh Lane  #08-25 ,1,47,Strata,953000,-,20277,1884,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh,Low
PARK COLONIAL,2 Woodleigh Lane  #06-03 ,1,101,Strata,1895000,-,18762,1743,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357685,Central Region,Toa Payoh,High
PARK COLONIAL,12 Woodleigh Lane  #11-56 ,1,59,Strata,1285000,-,21780,2023,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357658,Central Region,Toa Payoh,Mid
PARK COLONIAL,2 Woodleigh Lane  #05-04 ,1,63,Strata,1195000,-,18968,1762,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357685,Central Region,Toa Payoh,Mid
CLEMENTI PARK,137 Sunset Way  #01-15 ,1,220,Strata,2625000,-,11932,1108,5-Jul-18,Condominium,Freehold,1986,Resale,Private,21,59,597159,West Region,Clementi,High
PARK COLONIAL,12 Woodleigh Lane  #09-51 ,1,91,Strata,1632000,-,17934,1666,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357658,Central Region,Toa Payoh,Mid
PARK COLONIAL,8 Woodleigh Lane  #06-35 ,1,85,Strata,1467000,-,17259,1603,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh,Mid
PARK COLONIAL,4 Woodleigh Lane  #07-15 ,1,91,Strata,1651000,-,18143,1686,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357686,Central Region,Toa Payoh,Mid
PARK COLONIAL,10 Woodleigh Lane  #05-46 ,1,91,Strata,1574000,-,17297,1607,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357657,Central Region,Toa Payoh,Mid
PARK COLONIAL,8 Woodleigh Lane  #04-33 ,1,43,Strata,796000,-,18512,1720,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357688,Central Region,Toa Payoh,Low
PARK COLONIAL,4 Woodleigh Lane  #03-16 ,1,56,Strata,1051000,-,18768,1744,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357686,Central Region,Toa Payoh,Mid
PARK COLONIAL,6 Woodleigh Lane  #14-19 ,1,127,Strata,2359000,-,18575,1726,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357687,Central Region,Toa Payoh,High
PARK COLONIAL,6 Woodleigh Lane  #08-19 ,1,127,Strata,2323000,-,18291,1699,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357687,Central Region,Toa Payoh,High
PARK COLONIAL,6 Woodleigh Lane  #10-19 ,1,127,Strata,2335000,-,18386,1708,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357687,Central Region,Toa Payoh,High
PARK COLONIAL,12 Woodleigh Lane  #08-51 ,1,91,Strata,1627000,-,17879,1661,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357658,Central Region,Toa Payoh,Mid
PARK COLONIAL,10 Woodleigh Lane  #13-41 ,1,59,Strata,1124000,-,19051,1770,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357657,Central Region,Toa Payoh,Mid
PARK COLONIAL,4 Woodleigh Lane  #12-11 ,1,91,Strata,1847000,-,20297,1886,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357686,Central Region,Toa Payoh,High
PARK COLONIAL,6 Woodleigh Lane  #06-21 ,1,63,Strata,1349000,-,21413,1989,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357687,Central Region,Toa Payoh,Mid
PARK COLONIAL,6 Woodleigh Lane  #12-21 ,1,63,Strata,1377000,-,21857,2031,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357687,Central Region,Toa Payoh,Mid
PARK COLONIAL,10 Woodleigh Lane  #13-43 ,1,99,Strata,1765000,-,17828,1656,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh,Mid
PARK COLONIAL,10 Woodleigh Lane  #06-45 ,1,59,Strata,1099000,-,18627,1731,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh,Mid
QUEENS PEAK,3 Dundee Road  #37-23 ,1,78,Strata,1619000,-,20756,1928,5-Jul-18,Condominium,99 Yrs From 28/09/2015,Uncompleted,New Sale,Private,3,14,149457,Central Region,Queenstown,Mid
PARK COLONIAL,10 Woodleigh Lane  #04-42 ,1,91,Strata,1569000,-,17242,1602,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh,Mid
NV RESIDENCES,99 Pasir Ris Grove  #05-44 ,1,103,Strata,1019000,-,9893,919,5-Jul-18,Condominium,99 Yrs From 07/01/2008,2013,Resale,Private,18,51,518194,East Region,Pasir Ris,Mid
PARK COLONIAL,8 Woodleigh Lane  #04-39 ,1,62,Strata,1236000,-,19935,1852,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh,Mid
PARK COLONIAL,2 Woodleigh Lane  #01-03 ,1,101,Strata,1862000,-,18436,1713,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357685,Central Region,Toa Payoh,High
PARK COLONIAL,8 Woodleigh Lane  #07-31 ,1,43,Strata,822000,-,19116,1776,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357688,Central Region,Toa Payoh,Low
PARK COLONIAL,6 Woodleigh Lane  #13-19 ,1,127,Strata,2353000,-,18528,1721,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357687,Central Region,Toa Payoh,High
PARK COLONIAL,10 Woodleigh Lane  #12-43 ,1,99,Strata,1760000,-,17778,1652,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh,Mid
PARK COLONIAL,2 Woodleigh Lane  #12-04 ,1,63,Strata,1227000,-,19476,1809,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357685,Central Region,Toa Payoh,Mid
EUHABITAT,206 Jalan Eunos  #05-56 ,1,51,Strata,725000,-,14216,1321,5-Jul-18,Condominium,99 Yrs From 06/12/2010,2015,Resale,HDB,14,41,419547,East Region,Bedok,Low
PARK COLONIAL,10 Woodleigh Lane  #06-48 ,1,56,Strata,1150000,-,20536,1908,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357657,Central Region,Toa Payoh,Mid
THE ALPS RESIDENCES,113 Tampines Street 86  #06-38 ,1,87,Strata,1167000,-,13414,1246,5-Jul-18,Condominium,99 Yrs From 03/08/2015,Uncompleted,New Sale,Private,18,52,528536,East Region,Tampines,Mid
PARK COLONIAL,10 Woodleigh Lane  #11-42 ,1,91,Strata,1609000,-,17681,1643,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357657,Central Region,Toa Payoh,Mid
PARK COLONIAL,4 Woodleigh Lane  #08-13 ,1,63,Strata,1257000,-,19952,1854,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357686,Central Region,Toa Payoh,Mid
PARK COLONIAL,12 Woodleigh Lane  #12-50 ,1,159,Strata,2973000,-,18698,1737,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357658,Central Region,Toa Payoh,High
PARK COLONIAL,10 Woodleigh Lane  #07-46 ,1,91,Strata,1584000,-,17407,1617,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh,Mid
PARK COLONIAL,8 Woodleigh Lane  #11-40 ,1,43,Strata,884000,-,20558,1910,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357688,Central Region,Toa Payoh,Low
PARK COLONIAL,6 Woodleigh Lane  #05-20 ,1,63,Strata,1321000,-,20968,1948,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357687,Central Region,Toa Payoh,Mid
PARK COLONIAL,8 Woodleigh Lane  #03-32 ,1,43,Strata,793000,-,18442,1713,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh,Low
PARK COLONIAL,12 Woodleigh Lane  #08-53 ,1,59,Strata,1107000,-,18763,1743,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357658,Central Region,Toa Payoh,Mid
PARK COLONIAL,10 Woodleigh Lane  #07-48 ,1,56,Strata,1154000,-,20607,1914,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357657,Central Region,Toa Payoh,Mid
PARK COLONIAL,8 Woodleigh Lane  #05-27 ,1,58,Strata,1064000,-,18345,1704,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh,Mid
PARK COLONIAL,2 Woodleigh Lane  #09-04 ,1,63,Strata,1215000,-,19286,1792,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357685,Central Region,Toa Payoh,Mid
PARK COLONIAL,4 Woodleigh Lane  #07-16 ,1,56,Strata,1067000,-,19054,1770,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357686,Central Region,Toa Payoh,Mid
PARK COLONIAL,6 Woodleigh Lane  #02-24 ,1,43,Strata,819000,-,19047,1769,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357687,Central Region,Toa Payoh,Low
PARK COLONIAL,8 Woodleigh Lane  #04-31 ,1,43,Strata,796000,-,18512,1720,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357688,Central Region,Toa Payoh,Low
PARK COLONIAL,8 Woodleigh Lane  #13-31 ,1,43,Strata,843000,-,19605,1821,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357688,Central Region,Toa Payoh,Low
PARK COLONIAL,10 Woodleigh Lane  #11-43 ,1,99,Strata,1755000,-,17727,1647,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357657,Central Region,Toa Payoh,Mid
MEADOWS @ PEIRCE,626 Upper Thomson Road  #05-42 ,1,240,Strata,2500000,-,10417,968,5-Jul-18,Condominium,Freehold,2012,Resale,HDB,26,78,787130,North East Region,Ang Mo Kio,High
PARK COLONIAL,2 Woodleigh Lane  #13-05 ,1,63,Strata,1200000,-,19048,1770,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357685,Central Region,Toa Payoh,Mid
PARK COLONIAL,10 Woodleigh Lane  #13-48 ,1,56,Strata,1182000,-,21107,1961,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh,Mid
PARK COLONIAL,12 Woodleigh Lane  #03-54 ,1,91,Strata,1564000,-,17187,1597,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357658,Central Region,Toa Payoh,Mid
PARK COLONIAL,10 Woodleigh Lane  #03-41 ,1,59,Strata,1080000,-,18305,1701,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357657,Central Region,Toa Payoh,Mid
PARK COLONIAL,10 Woodleigh Lane  #02-48 ,1,56,Strata,1134000,-,20250,1881,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh,Mid
PARK COLONIAL,10 Woodleigh Lane  #14-41 ,1,77,Strata,1208000,-,15688,1457,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh,Mid
PARK COLONIAL,6 Woodleigh Lane  #11-19 ,1,127,Strata,2341000,-,18433,1712,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357687,Central Region,Toa Payoh,High
PARK COLONIAL,8 Woodleigh Lane  #05-31 ,1,43,Strata,816000,-,18977,1763,5-Jul-18,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357688,Central Region,Toa Payoh,Low
CARABELLE,55 West Coast Way  #12-09 ,1,199,Strata,2600000,-,13065,1214,5-Jul-18,Condominium,956 Yrs From 27/05/1928,2009,Resale,Private,5,12,127017,West Region,Clementi,High
